Trial,Dose,Well,Minute,MD ,MV,TD
1,3,B1,10,0.039163957,1.174902362,69.47686
1,3,B1,11,0.039072852,1.172167799,68.690073
1,3,B1,12,0.049062536,1.471856597,87.233189
1,3,B1,13,0.058442541,1.753251873,103.26797
1,3,B1,14,0.070067214,2.101985903,124.50944
1,3,B1,15,0.080230397,2.406878436,142.649646
1,3,B1,16,0.015385755,0.461565547,27.155857
1,3,B1,17,0.011240724,0.337217248,19.648785
1,3,B1,18,0.043290143,1.298685968,72.251248
1,3,B1,19,0.045785102,1.3735348,81.176985
1,3,B1,20,0.049413144,1.482374423,87.807156
1,3,B1,21,0.07322513,2.196725158,129.754931
1,3,B1,22,0.044593623,1.337790499,79.510429
1,3,B1,23,0.017889547,0.536679285,32.004399
1,3,B1,24,0.017863907,0.535909798,31.887074
1,3,B1,25,0.057479063,1.724348078,102.255253
1,3,B1,26,0.047850462,1.435491154,1.244112
,,,,,,
1,3,B2,1,0.141224689,4.236677456,246.437083
1,3,B2,2,0.137555051,4.126593364,238.382903
1,3,B2,3,0.147416713,4.422437665,249.429079
1,3,B2,4,0.126386538,3.791544847,222.69308
1,3,B2,5,0.137926864,4.137748628,245.233965
1,3,B2,6,0.127664068,3.829869033,225.837737
1,3,B2,7,0.15660805,4.698174576,277.196249
1,3,B2,8,0.211866975,6.355916944,372.250275
