Trail,Dose,Well,Minute,MD,MV,TD
3,1,A2,16,0.04956793,1.487017189,88.330051
3,1,A2,11,0.050157541,1.504704485,87.675382
2,1,B5,17,0.04890004,1.466981437,87.433271
3,1,A5,11,0.049688302,1.490628736,86.855152
2,1,A2,19,0.048843251,1.465277368,86.647927
3,1,A3,25,0.048507451,1.45520392,86.488786
3,1,A3,10,0.048593756,1.457791407,86.351105
2,1,B2,24,0.048212288,1.446347319,85.432174
3,1,A5,8,0.047442956,1.423269009,84.733119
2,1,B4,8,0.047726256,1.431766855,84.5232
2,1,A4,8,0.048049456,1.441463205,83.9424
3,1,A3,7,0.046846415,1.405373249,83.620851
3,1,A5,7,0.04685827,1.405729837,83.173429
2,1,A2,24,0.046770086,1.403083657,82.876592
3,1,A4,7,0.046238575,1.387136891,82.535857
2,1,A2,13,0.046085338,1.382540975,82.262329
3,1,A1,6,0.045878447,1.376335213,81.847149
1,1,A3,21,0.047511908,1.425338802,80.105077
1,1,A1,9,0.045741224,1.372218087,79.864177
2,1,B3,8,0.044515395,1.335443458,79.816103
1,1,A5,8,0.045364327,1.36091337,78.616378
1,1,A6,14,0.046339898,1.390178648,78.499787
3,1,A5,6,0.045307582,1.359208663,76.932274
3,1,A4,6,0.043093286,1.292781295,76.878423
2,1,B1,13,0.042881466,1.286424896,76.543417
3,1,A3,18,0.042711382,1.281322441,75.940837
2,1,A2,16,0.042332047,1.26994459,75.435708
3,1,A2,10,0.041553239,1.246579983,74.006318
3,1,A5,2,0.050028862,1.500850104,72.491821
3,1,A2,6,0.04218376,1.265496867,71.628025
2,1,B5,16,0.040104309,1.203111835,71.465879
3,1,A4,16,0.039932365,1.19795434,71.399069
2,1,B1,25,0.039717712,1.191514424,70.022326
2,1,B5,4,0.049254252,1.4776053,69.891783
2,1,B4,7,0.040671868,1.220139433,69.589567
2,1,B2,18,0.037984312,1.139512879,67.688044
3,1,A4,18,0.03755957,1.126772064,66.780915
3,1,A1,16,0.037191177,1.115720464,66.497825
3,1,A2,7,0.036675877,1.100260885,65.099682
1,1,A3,17,0.03651254,1.09536013,64.444633
3,1,A4,19,0.036090983,1.082714983,64.24195
1,1,A3,9,0.036092925,1.082773065,64.17322
3,1,A3,14,0.035988909,1.079652385,64.132236
3,1,A3,6,0.035848067,1.075427175,63.952951
1,1,A3,20,0.035766345,1.072971328,63.807159
2,1,B5,14,0.035024706,1.050726637,62.484075
1,1,A6,13,0.034819597,1.044574066,61.909243
2,1,B4,19,0.034525792,1.035760224,61.559488
3,1,A3,13,0.034755119,1.042639115,61.273275
3,1,A4,17,0.034316136,1.029469057,61.117039
3,1,A3,12,0.033743934,1.012303376,60.266666
1,1,A2,7,0.033514441,1.005419116,59.555162
1,1,A6,4,0.033192603,0.99576333,59.315182
2,1,A2,25,0.032757943,0.982725689,57.752254
2,1,A6,6,0.032188998,0.965656244,56.813582
3,1,A3,5,0.031438301,0.943136358,55.928738
1,1,A6,1,0.031347014,0.940398567,55.10805
1,1,A3,6,0.032342834,0.970271164,55.01516
2,1,B4,16,0.030743026,0.922277027,54.814816
1,1,A3,16,0.030178491,0.905340643,53.959142
