Trail,Dose,Well,Minute,MD,MV,TD
1,3,A1,10,0.065189764,1.955665597,116.363728
1,3,A1,11,0.115550893,3.466479726,202.560715
1,3,A1,12,0.232160657,6.964725493,409.99572
1,3,A1,13,0.19814719,5.944331398,348.739055
1,3,A1,14,0.176829662,5.304818152,309.09825
1,3,A1,15,0.192072902,5.762104558,299.633727
1,3,A1,16,0.095813529,2.874372198,169.110878
1,3,A1,17,0.058277325,1.748297724,102.684646
1,3,A1,18,0.120450793,3.613473341,213.800157
1,3,A1,19,0.140608584,4.218200708,248.31476
1,3,A1,20,0.082952147,2.488530091,145.415114
1,3,A1,21,0.098703593,2.961067835,171.448141
1,3,A1,22,0.114195567,3.425822309,198.814482
1,3,A1,23,0.140750841,4.222463291,242.091447
1,3,A1,24,0.146173883,4.385153845,256.973686
1,3,A1,25,0.197022631,5.910594356,333.362291
1,3,A1,26,0.718472182,21.55402318,15.806388
,,,,,,
1,3,A2,1,0.134880194,4.046347934,240.221625
1,3,A2,2,0.186573337,5.597120919,334.89914
1,3,A2,3,0.184079235,5.522299302,324.163533
1,3,A2,4,0.205064735,6.151858152,365.015229
1,3,A2,5,0.199370187,5.981021328,355.676414
1,3,A2,6,0.149378551,4.481293496,266.640713
1,3,A2,7,0.13190312,3.957039508,203.79032
1,3,A2,8,0.175361387,5.26076564,300.043333
1,3,A2,9,0.11100398,3.330072462,197.476081
1,3,A2,10,0.13297541,3.989212554,238.42491
1,3,A2,11,0.111975518,3.359218364,198.532594
1,3,A2,12,0.261649287,7.849367804,464.689134
1,3,A2,13,0.289639858,8.68907035,505.421552
1,3,A2,14,0.273521491,8.205532332,477.295001
1,3,A2,15,0.265530445,7.965799293,420.600225
1,3,A2,16,0.19922299,5.976610362,352.027023
1,3,A2,17,0.280273686,8.408080611,495.523877
1,3,A2,18,0.308483958,9.254382702,549.101446
1,3,A2,19,0.308382018,9.25132959,549.536756
1,3,A2,20,0.294614385,8.838308669,519.994389
1,3,A2,21,0.256798081,7.703840625,447.855853
1,3,A2,22,0.101489095,3.044629069,179.940166
1,3,A2,23,0.184495151,5.534782681,323.419999
1,3,A2,24,0.237880139,7.136298417,413.197801
1,3,A2,25,0.227507313,6.825124872,401.095393
1,3,A2,26,0.100895846,3.026836923,2.623292
,,,,,,
1,3,A3,1,0.155404142,4.662061866,276.463969
1,3,A3,2,0.162356693,4.870637577,291.430264
1,3,A3,3,0.114483234,3.434449091,204.123606
1,3,A3,4,0.186010964,5.580250544,331.84356
1,3,A3,5,0.170046282,5.101316854,304.892983
1,3,A3,6,0.02487626,0.746277647,44.404124
1,3,A3,7,0.056915915,1.707453903,87.935089
1,3,A3,8,0.065933941,1.977995405,113.208577
1,3,A3,9,0.064987042,1.949584028,115.352
1,3,A3,10,0.106039832,3.181154338,188.220702
1,3,A3,11,0.126489175,3.794623937,221.988502
1,3,A3,12,0.12530813,3.759191477,223.17378
1,3,A3,13,0.184860986,5.545749402,327.943389
1,3,A3,14,0.16054009,4.816136069,282.229478
1,3,A3,15,0.150967127,4.528952024,239.433863
1,3,A3,16,0.070564641,2.11690943,123.699815
1,3,A3,17,0.064239575,1.927161463,113.318611
1,3,A3,18,0.068160271,2.044778886,120.507359
